,-277,803,272
13875,6,400,270
13880,-146,-504,285
13885,158,-583,271
13890,-131,96,241
13895,-86,753,242
13900,-32,205,246
13905,-112,-727,200
13910,192,-469,283
13915,-230,411,242
13920,20,642,270
13925,-64,13,270
13930,-31,-766,180
13935,156,-366,303
13940,-238,596,249
13945,7,529,251
13950,-83,-242,285
13955,51,-713,211
13960,26,-155,270
13965,-162,632,247
13970,-8,360,249
13975,-124,-403,266
13980,102,-592,257
13985,-72,0,238
13990,-104,733,245
13995,-64,278,225
14000,-125,-630,228
14005,181,-539,281
14010,-208,319,237
14015,-3,697,264
[FEATURES] f0=-32555 f1=122198 f2=126460 f3=-248000 f4=226000 f5=474000 f6=97365 f7=-24600 f8=559135 f9=559676 f10=-954000 f11=903000 f12=1857000 f13=498517 f14=257605 f15=36384 f16=260161 f17=156000 f18=355000 f19=199000 f20=27304
[SCALED_FEATURES] f0=-835 f1=1148 f2=1164 f3=-1257 f4=1452 f5=1379 f6=1018 f7=-2338 f8=2226 f9=2232 f10=-2895 f11=2627 f12=2766 f13=2179 f14=48 f15=-258 f16=-267 f17=-170 f18=28 f19=96 f20=-328
[FEATURES_X] mean=-32555 std=122198 rms=126460 min=-248000 max=226000 p2p=474000 mad=97365
[FEATURES_Y] mean=-24600 std=559135 rms=559676 min=-954000 max=903000 p2p=1857000 mad=498517
[FEATURES_Z] mean=257605 std=36384 rms=260161 min=156000 max=355000 p2p=199000 mad=27304
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-5572,11499,-3063,-2864]
[CLASS_STATS] condition=rotor_unbalance total_windows=14
predicted_count=[0,14,0,0]
correct_windows=14
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=894 feature_extract_ms=8 inference_ms=0 total_cycle_ms=968
14120,-27,-107,275
14123,-1,-806,185
14126,-1,-806,185
14128,131,-308,308
14131,131,-308,308
14133,-190,701,253
14136,-190,701,253
14139,-10,466,257
14141,-124,-455,285
14144,-124,-455,285
14147,101,-627,255
14149,101,-627,255
14152,-67,-21,233
14155,-67,-21,233
14157,-112,737,257
14160,-112,737,257
14163,-34,295,221
14165,-34,295,221
14168,-146,-627,242
14170,-146,-627,242
14173,176,-525,288
14176,176,-525,288
14178,-125,294,250
14181,-125,294,250
14184,-12,664,252
14186,-12,664,252
14189,-28,-26,278
14192,-28,-26,278
14194,-26,-816,171
14197,-26,-816,171
14199,151,-378,317
14202,151,-378,317
14205,-250,579,254
14207,-250,579,254
14210,36,484,247
14213,36,484,247
14215,-66,-289,281
14218,-66,-289,281
14220,45,-719,213
14223,-7,-137,254
14225,-7,-137,254
14228,-124,738,262
14231,-124,738,262
14235,-16,368,282
14240,-144,-486,264
14245,129,-562,266
14250,-133,78,224
14255,-53,682,251
14260,-64,249,226
14265,-128,-642,220
14270,180,-501,284
14275,-93,239,249
14280,19,622,245
14285,-62,-12,268
14290,-32,-773,180
14295,159,-401,306
14300,-235,553,254
14305,25,535,249
14310,-73,-200,294
14315,37,-726,205
14320,52,-196,283
14325,-173,716,262
14330,-26,417,268
14335,-137,-474,282
14340,105,-593,255
14345,-79,54,245
14350,-91,691,248
14355,-48,253,225
14360,-141,-646,214
14365,-141,-646,214
14370,188,-515,283
14375,-179,279,247
14380,18,649,247
14385,-64,24,259
14390,-47,-774,174
14395,220,-441,298
14400,-242,501,250
14405,22,540,239
14410,-49,-146,254
14415,18,-770,189
14420,67,-233,274
14425,-204,723,268
14430,-13,433,266
14435,-140,-431,286
14440,97,-597,260
14445,-100,79,249
14450,-96,701,249
14455,-34,260,227
14460,-139,-648,218
14465,186,-510,286
14470,-186,305,247
14475,10,652,251
14480,-45,8,268
14485,-33,-793,177
14490,148,-379,298
14495,-245,516,253
14500,25,528,242
14505,-63,-196,265
14510,34,-737,203
14515,50,-207,275
14520,-165,711,263
14525,-24,399,266
14530,-141,-445,278
14535,100,-577,255
14540,-70,49,248
14545,-77,679,254
14550,-42,250,242
14555,-133,-595,224
14560,196,-534,277
14565,-174,222,245
14570,-8,661,241
14575,-75,60,261
14580,-66,-744,182
14585,164,-430,294
14590,-243,474,244
14595,19,583,253
14600,-36,-80,271
14605,-3,-769,182
14610,82,-287,290
14615,-170,627,254
14620,4,472,255
14625,-106,-363,293
14630,-106,-363,293
14635,91,-653,232
14640,-28,-49,251
14645,-104,668,256
14650,-10,316,259
14655,-141,-504,268
14660,162,-552,267
14665,-148,124,245
14670,-50,706,236
14675,-64,188,235
14680,-101,-705,209
14685,185,-458,282
14690,-239,377,240
14695,27,620,260
14700,-55,-5,281
14705,-25,-769,179
14710,150,-368,310
14715,-243,609,250
14720,9,523,255
14725,-102,-307,283
14730,70,-684,224
14735,45,-117,270
14740,-136,662,249
14745,-9,347,267
14750,-137,-484,274
14755,153,-583,264
14760,-129,91,242
14765,-94,740,238
14770,-52,211,244
14775,-117,-711,198
14780,184,-476,286
14785,-241,399,235
14790,6,641,256
14795,-38,-33,279
14800,-36,-787,176
14805,129,-346,304
14810,-187,613,256
14815,17,497,245
14820,-89,-340,288
14825,68,-682,222
14830,6,-100,264
14835,-125,672,256
14840,-12,345,266
14845,-133,-426,277
14850,118,-551,263
14855,-102,48,240
14860,-54,660,244
14865,-62,206,232
14870,-104,-631,221
14875,187,-502,271
14880,-186,287,250
14885,12,640,263
14890,-73,87,260
14895,-73,87,260
14900,-87,-678,198
14905,136,-410,305
14910,-229,433,249
14915,33,579,259
14920,-56,-69,274
14925,-4,-706,197
14930,111,-301,302
14935,-189,480,249
14940,20,475,254
14945,-58,-163,300
14950,47,-684,208
14955,-2,-188,263
14960,-153,584,254
14965,-4,404,246
14970,-117,-288,281
14975,78,-624,232
14980,-61,-85,257
14985,-99,581,245
14990,-30,288,231
14995,-104,-381,270
15000,113,-566,242
15005,-59,-33,247
15010,-41,590,242
15015,-47,227,245
[FEATURES] f0=-35705 f1=108228 f2=113966 f3=-250000 f4=220000 f5=470000 f6=85719 f7=-24900 f8=501553 f9=502170 f10=-816000 f11=740000 f12=1556000 f13=446781 f14=252465 f15=29770 f16=254214 f17=171000 f18=317000 f19=146000 f20=21793
[SCALED_FEATURES] f0=-1253 f1=877 f2=897 f3=-1280 f4=1385 f5=1356 f6=751 f7=-2378 f8=1888 f9=1893 f10=-2304 f11=1962 f12=2135 f13=1844 f14=-536 f15=-371 f16=-484 f17=14 f18=-379 f19=-213 f20=-433
[FEATURES_X] mean=-35705 std=108228 rms=113966 min=-250000 max=220000 p2p=470000 mad=85719
[FEATURES_Y] mean=-24900 std=501553 rms=502170 min=-816000 max=740000 p2p=1556000 mad=446781
[FEATURES_Z] mean=252465 std=29770 rms=254214 min=171000 max=317000 p2p=146000 mad=21793
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-6247,9219,-4688,1716]
[CLASS_STATS] condition=rotor_unbalance total_windows=15
predicted_count=[0,15,0,0]
correct_windows=15
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=970
15120,-10,-657,205
15123,-10,-657,205
15126,63,-280,285
15128,63,-280,285
15131,-179,476,251
15133,-179,476,251
15136,10,494,269
15139,10,494,269
15141,-62,-112,296
15144,-62,-112,296
15146,32,-664,206
15149,32,-664,206
15152,13,-223,269
15154,13,-223,269
15157,-140,502,252
15159,-140,502,252
15162,-2,429,252
15165,-2,429,252
15167,-82,-201,297
15170,-82,-201,297
15172,63,-646,223
15175,63,-646,223
15177,-41,-150,265
15180,-41,-150,265
15183,-115,528,254
15185,-115,528,254
15188,-8,352,250
15191,-8,352,250
15193,-98,-270,275
15196,-98,-270,275
15198,74,-613,226
15201,74,-613,226
15203,-19,-113,258
15206,-19,-113,258
15209,-96,547,249
15211,-31,288,240
15214,-31,288,240
15217,-107,-341,272
15219,-107,-341,272
15222,93,-570,240
15225,93,-570,240
15227,-85,-33,257
15230,-85,-33,257
15235,-34,535,244
15240,-49,235,233
15245,-99,-403,270
15250,115,-517,246
15255,-94,42,237
15260,-15,560,251
15265,-61,205,246
15270,-114,-465,251
15275,122,-465,262
15280,-128,107,239
15285,1,560,253
15290,-53,187,257
15295,-109,-509,231
15300,120,-425,270
15305,-142,173,243
15310,-2,571,255
15315,-57,164,260
15320,-90,-547,222
15325,134,-432,286
15330,-128,207,249
15335,9,553,255
15340,-83,131,253
15345,-79,-568,218
15350,133,-449,300
15355,-142,249,255
15360,4,540,255
15365,-98,98,232
15370,-71,-590,210
15375,100,-417,303
15380,-152,293,249
15385,8,549,254
15390,-80,65,236
15395,-58,-621,201
15400,65,-361,291
15405,-147,337,247
15410,17,533,265
15415,-73,2,268
15420,-47,-639,197
15425,47,-307,290
15430,47,-307,290
15435,-140,370,246
15440,27,496,267
15445,-67,-42,279
15450,-24,-652,198
15455,36,-269,278
15460,-140,405,245
15465,20,464,270
15470,-58,-91,284
15475,23,-643,209
15480,11,-229,272
15485,-143,429,251
15490,-4,428,255
15495,-66,-154,296
15500,50,-642,210
15505,31,-209,265
15510,-121,457,252
15515,-13,389,243
15520,-83,-212,288
15525,68,-635,221
15530,14,-160,259
15535,-95,491,253
15540,-17,343,246
15545,-99,-269,263
15550,78,-604,227
15555,-94,-59,254
15560,-75,532,253
15565,-31,300,248
15570,-96,-331,268
15575,86,-574,232
15580,-106,15,252
15585,-38,560,257
15590,-50,256,244
15595,-93,-400,262
15600,104,-524,252
15605,-88,67,245
15610,-26,587,258
15615,-49,228,258
15620,-108,-474,253
15625,113,-473,267
15630,-135,152,246
15635,-7,596,257
15640,-56,178,255
15645,-86,-550,228
15650,159,-485,275
15655,-140,218,249
15660,-7,567,252
15665,-94,130,233
15670,-72,-591,212
15675,119,-463,299
15680,-156,283,246
15685,14,578,258
15690,-69,78,246
15695,-69,78,246
15700,-48,-626,206
15705,89,-384,306
15710,-154,334,246
15715,31,532,266
15720,-83,-4,270
15725,-21,-640,202
15730,61,-315,289
15735,-149,394,249
15740,19,504,266
15745,-59,-74,270
15750,15,-663,206
15755,26,-255,270
15760,-145,440,254
15765,-2,447,251
15770,-51,-160,287
15775,48,-660,208
15780,-9,-194,258
15785,-135,492,256
15790,-11,395,248
15795,-88,-253,271
15800,63,-634,220
15805,-33,-121,256
15810,-87,535,257
15815,-26,320,246
15820,-95,-349,263
15825,89,-588,238
15830,-71,5,254
15835,-42,574,259
15840,-51,270,254
15845,-107,-429,248
15850,98,-523,256
15855,-109,89,249
15860,-21,607,259
15865,-47,217,262
15870,-104,-514,238
15875,140,-485,265
15880,-147,190,248
15885,-5,583,255
15890,-85,156,238
15895,-77,-575,219
15900,137,-492,292
15905,-181,261,239
15910,7,578,252
15915,-76,107,241
15920,-54,-606,207
15925,83,-414,301
15930,-154,313,238
15935,30,547,261
15940,-96,19,266
15945,-33,-629,201
15950,61,-338,295
15955,-147,361,244
15960,33,506,265
15965,33,506,265
15970,-66,-46,271
15975,5,-646,201
15980,26,-279,274
15985,-142,402,249
15990,5,470,261
15995,-51,-113,277
16000,36,-658,205
16005,50,-249,265
16010,-130,444,257
16015,-10,414,246
[FEATURES] f0=-32599 f1=77289 f2=83883 f3=-181000 f4=159000 f5=340000 f6=64620 f7=-25755 f8=422315 f9=423099 f10=-664000 f11=607000 f12=1271000 f13=378137 f14=252625 f15=23313 f16=253698 f17=197000 f18=306000 f19=109000 f20=17163
[SCALED_FEATURES] f0=-841 f1=277 f2=253 f3=-470 f4=712 f5=604 f6=268 f7=-2494 f8=1422 f9=1427 f10=-1652 f11=1419 f12=1538 f13=1399 f14=-518 f15=-482 f16=-503 f17=334 f18=-497 f19=-429 f20=-520
[FEATURES_X] mean=-32599 std=77289 rms=83883 min=-181000 max=159000 p2p=340000 mad=64620
[FEATURES_Y] mean=-25755 std=422315 rms=423099 min=-664000 max=607000 p2p=1271000 mad=378137
[FEATURES_Z] mean=252625 std=23313 rms=253698 min=197000 max=306000 p2p=109000 mad=17163
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4495,7077,-3535,954]
[CLASS_STATS] condition=rotor_unbalance total_windows=16
predicted_count=[0,16,0,0]
correct_windows=16
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
16120,-96,-491,243
16122,-96,-491,243
16125,122,-474,269
16128,122,-474,269
16130,-115,165,250
16133,-115,165,250
16136,-3,581,259
16138,-3,581,259
16141,-69,173,246
16143,-69,173,246
16146,-81,-542,229
16148,-81,-542,229
16151,145,-496,280
16154,145,-496,280
16156,-166,234,238
16159,-166,234,238
16162,2,569,254
16164,2,569,254
16166,-91,131,233
16169,-91,131,233
16172,-62,-587,214
16174,-62,-587,214
16177,94,-450,307
16179,-157,291,235
16182,-157,291,235
16185,20,572,260
16187,20,572,260
16190,-82,55,254
16192,-82,55,254
16195,-45,-622,206
16197,-45,-622,206
16200,71,-367,306
16203,71,-367,306
16205,-145,354,245
16208,-145,354,245
16210,37,523,268
16213,37,523,268
16215,-79,-28,278
16218,-79,-28,278
16221,-4,-650,200
16223,-4,-650,200
16226,44,-299,278
16230,44,-299,278
16235,-142,395,243
16240,10,485,261
16245,-55,-106,288
16250,36,-655,212
16255,20,-234,266
16260,-141,441,252
16265,0,418,249
16270,-84,-203,290
16275,67,-638,222
16280,-90,-136,259
16285,-111,498,254
16290,-13,359,246
16295,-106,-301,262
16300,72,-607,226
16305,-71,-27,254
16310,-67,552,255
16315,-37,292,244
16320,-96,-397,255
16325,101,-561,240
16330,-71,44,255
16335,-31,593,267
16340,-45,244,261
16345,-110,-469,252
16350,107,-493,260
16355,-113,143,250
16360,-11,604,263
16365,-65,188,248
16370,-92,-545,228
16375,160,-504,273
16380,-163,241,245
16385,-15,584,249
16390,-86,138,231
16395,-63,-599,210
16400,95,-462,305
16405,-150,315,243
16410,31,578,262
16415,-93,34,265
16420,-42,-639,203
16425,77,-366,304
16430,-151,383,240
16435,29,529,265
16440,-65,-55,276
16445,16,-669,205
16450,36,-279,273
16455,-143,440,245
16460,11,460,251
16465,-66,-167,294
16470,51,-666,211
16475,4,-205,256
16480,-145,500,254
16485,-6,382,238
16490,-116,-293,262
16495,-116,-293,262
16500,74,-627,224
16505,-24,-98,256
16510,-76,552,258
16515,-24,298,238
16520,-105,-403,261
16525,102,-563,246
16530,-91,61,246
16535,-40,615,263
16540,-33,243,260
16545,-112,-505,246
16550,140,-510,258
16555,-123,180,247
16560,-10,600,256
16565,-78,170,227
16570,-90,-577,225
16575,137,-515,285
16580,-160,303,252
16585,6,615,265
16590,-77,75,253
16595,-49,-653,205
16600,108,-408,315
16605,-180,416,243
16610,24,564,268
16615,-54,-55,278
16620,14,-696,202
16625,44,-281,277
16630,-151,495,247
16635,14,467,250
16640,-83,-211,281
16645,45,-679,212
16650,-29,-146,261
16655,-144,564,245
16660,-16,345,236
16665,-111,-383,265
16670,88,-610,243
16675,-58,-4,245
16680,-54,614,255
16685,-19,258,256
16690,-123,-514,243
16695,140,-521,256
16700,-119,170,245
16705,-20,617,248
16710,-76,170,231
16715,-88,-586,216
16720,150,-507,282
16725,-148,307,252
16730,9,613,260
16735,-76,60,257
16740,-48,-642,202
16745,108,-405,319
16750,-180,405,243
16755,37,546,266
16760,-64,-49,279
16765,-64,-49,279
16770,10,-678,198
16775,44,-293,281
16780,-142,460,245
16785,14,471,253
16790,-64,-172,293
16795,46,-679,205
16800,-39,-172,259
16805,-143,516,252
16810,-5,373,238
16815,-104,-299,269
16820,66,-632,227
16825,-64,-87,254
16830,-76,558,257
16835,-26,297,239
16840,-104,-397,256
16845,102,-569,247
16850,-83,61,239
16855,-44,617,261
16860,-34,238,262
16865,-111,-513,241
16870,135,-503,260
16875,-148,200,248
16880,-9,608,259
16885,-80,167,236
16890,-87,-581,218
16895,150,-505,278
16900,-171,295,248
16905,4,606,259
16910,-73,87,245
16915,-46,-625,205
16920,97,-416,316
16925,-166,370,237
16930,41,542,264
16935,-76,-23,286
16940,-3,-661,203
16945,62,-320,297
16950,-150,424,243
16955,17,492,258
16960,-62,-115,291
16965,35,-671,207
16970,-9,-215,261
16975,-138,475,249
16980,0,413,247
16985,-89,-231,282
16990,54,-656,215
16995,-10,-157,261
17000,-109,518,251
17005,-18,334,237
17010,-103,-336,270
17015,75,-613,229
[FEATURES] f0=-34265 f1=82344 f2=89188 f3=-180000 f4=160000 f5=340000 f6=68643 f7=-29330 f8=438821 f9=439799 f10=-696000 f11=617000 f12=1313000 f13=394919 f14=251725 f15=24170 f16=252882 f17=198000 f18=319000 f19=121000 f20=18048
[SCALED_FEATURES] f0=-1062 f1=375 f2=367 f3=-458 f4=723 f5=604 f6=360 f7=-2979 f8=1519 f9=1525 f10=-1789 f11=1460 f12=1626 f13=1508 f14=-620 f15=-467 f16=-533 f17=347 f18=-357 f19=-359 f20=-503
[FEATURES_X] mean=-34265 std=82344 rms=89188 min=-180000 max=160000 p2p=340000 mad=68643
[FEATURES_Y] mean=-29330 std=438821 rms=439799 min=-696000 max=617000 p2p=1313000 mad=394919
[FEATURES_Z] mean=251725 std=24170 rms=252882 min=198000 max=319000 p2p=121000 mad=18048
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4435,7610,-4469,1294]
[CLASS_STATS] condition=rotor_unbalance total_windows=17
predicted_count=[0,17,0,0]
correct_windows=17
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
17120,93,-420,315
17122,-145,346,244
17125,-145,346,244
17128,36,542,262
17130,36,542,262
17133,-86,0,280
17135,-86,0,280
17138,-17,-647,199
17140,-17,-647,199
17143,67,-338,301
17145,67,-338,301
17148,-156,405,243
17151,-156,405,243
17153,22,498,267
17156,22,498,267
17158,-56,-84,279
17161,-56,-84,279
17163,26,-661,209
17166,26,-661,209
17169,8,-246,262
17171,8,-246,262
17173,-141,451,248
17176,-141,451,248
17179,4,437,249
17181,4,437,249
17184,-72,-184,278
17186,-72,-184,278
17189,48,-669,210
17191,48,-669,210
17194,-7,-178,263
17197,-7,-178,263
17199,-119,503,251
17202,-119,503,251
17205,-11,367,239
17207,-11,367,239
17210,-98,-295,268
17212,-98,-295,268
17215,62,-628,221
17218,62,-628,221
17220,-23,-74,254
17223,-23,-74,254
17225,-65,549,256
17230,-34,295,237
17235,-100,-389,264
17240,94,-579,239
17245,-85,40,241
17250,-39,595,260
17255,-39,242,257
17260,-116,-469,253
17265,109,-501,259
17270,-115,140,247
17275,-13,614,265
17280,-50,187,254
17285,-83,-553,229
17290,168,-493,262
17295,168,-493,262
17300,-159,245,246
17305,-7,575,255
17310,-95,131,227
17315,-56,-586,216
17320,121,-475,309
17325,-152,315,244
17330,19,574,260
17335,-77,48,253
17340,-37,-624,205
17345,84,-372,311
17350,-155,375,242
17355,41,514,262
17360,-72,-42,279
17365,0,-659,206
17370,49,-300,284
17375,-147,420,242
17380,15,476,261
17385,-59,-116,281
17390,32,-664,209
17395,-2,-213,259
17400,-129,460,247
17405,1,409,246
17410,-76,-211,279
17415,46,-657,211
17420,30,-186,256
17425,-101,499,246
17430,-15,353,241
17435,-102,-296,263
17440,61,-617,224
17445,-98,-43,257
17450,-69,558,257
17455,-31,290,241
17460,-97,-385,265
17465,90,-574,240
17470,-124,59,249
17475,-31,588,266
17480,-49,238,250
17485,-115,-453,251
17490,103,-505,251
17495,-119,129,252
17500,-12,590,267
17505,-46,204,261
17510,-98,-508,235
17515,132,-469,261
17520,-119,188,248
17525,8,575,261
17530,-70,160,251
17535,-68,-542,228
17540,142,-479,284
17545,-171,247,239
17550,11,547,249
17555,-105,114,233
17560,-59,-568,221
17565,-59,-568,221
17570,109,-460,301
17575,-160,282,238
17580,17,555,255
17585,-81,78,232
17590,-41,-599,213
17595,73,-388,306
17600,-132,321,239
17605,32,524,261
17610,-79,7,266
17615,-32,-628,205
17620,44,-326,291
17625,-127,365,240
17630,30,491,268
17635,-65,-60,285
17640,5,-651,202
17645,40,-275,277
17650,-145,407,244
17655,10,461,260
17660,-63,-126,292
17665,36,-647,208
17670,26,-238,260
17675,-122,433,247
17680,-9,407,245
17685,-90,-197,290
17690,60,-641,215
17695,-50,-140,252
17700,-94,480,250
17705,-6,356,243
17710,-115,-276,256
17715,68,-616,223
17720,-55,-69,249
17725,-77,532,257
17730,-28,308,242
17735,-104,-343,258
17740,81,-585,238
17745,-81,17,252
17750,-41,573,264
17755,-44,254,243
17760,-97,-406,255
17765,98,-541,242
17770,-113,87,251
17775,-20,593,268
17780,-47,223,260
17785,-109,-467,251
17790,109,-482,262
17795,-144,171,250
17800,-7,610,267
17805,-54,185,254
17810,-89,-530,238
17815,153,-490,275
17820,-140,250,249
17825,-4,580,253
17830,-4,580,253
17835,-95,119,226
17840,-55,-586,218
17845,112,-469,308
17850,-159,320,244
17855,22,579,257
17860,-78,49,245
17865,-42,-628,207
17870,85,-369,311
17875,-157,389,247
17880,41,514,261
17885,-70,-55,292
17890,4,-649,214
17895,56,-284,286
17900,-154,427,244
17905,20,464,262
17910,-75,-136,301
17915,40,-655,212
17920,-7,-198,259
17925,-133,471,248
17930,-1,396,245
17935,-100,-225,282
17940,64,-639,214
17945,23,-156,260
17950,-88,517,247
17955,-14,331,242
17960,-105,-320,263
17965,64,-605,230
17970,-96,-28,252
17975,-56,561,257
17980,-42,272,240
17985,-100,-406,262
17990,91,-557,246
17995,-93,75,249
18000,-25,600,262
18005,-48,229,256
18010,-117,-475,250
18015,109,-486,258
[FEATURES] f0=-31380 f1=77758 f2=83851 f3=-171000 f4=168000 f5=339000 f6=65141 f7=-25200 f8=428986 f9=429726 f10=-669000 f11=614000 f12=1283000 f13=385787 f14=252040 f15=23209 f16=253106 f17=199000 f18=315000 f19=116000 f20=17091
[SCALED_FEATURES] f0=-680 f1=286 f2=253 f3=-353 f4=811 f5=599 f6=280 f7=-2419 f8=1461 f9=1466 f10=-1674 f11=1448 f12=1563 f13=1448 f14=-585 f15=-483 f16=-525 f17=359 f18=-400 f19=-388 f20=-521
[FEATURES_X] mean=-31380 std=77758 rms=83851 min=-171000 max=168000 p2p=339000 mad=65141
[FEATURES_Y] mean=-25200 std=428986 rms=429726 min=-669000 max=614000 p2p=1283000 mad=385787
[FEATURES_Z] mean=252040 std=23209 rms=253106 min=199000 max=315000 p2p=116000 mad=17091
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4462,7279,-2967,149]
[CLASS_STATS] condition=rotor_unbalance total_windows=18
predicted_count=[0,18,0,0]
correct_windows=18
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
18120,53,-309,294
18122,-143,386,243
18125,-143,386,243
18128,38,475,260
18130,38,475,260
18133,-63,-87,288
18135,-63,-87,288
18138,19,-644,207
18140,19,-644,207
18143,13,-249,272
18145,13,-249,272
18148,-138,419,250
18151,-138,419,250
18153,5,439,257
18156,5,439,257
18158,-65,-146,291
18161,-65,-146,291
18163,38,-655,206
18166,38,-655,206
18169,34,-217,256
18171,34,-217,256
18174,-111,453,248
18176,-111,453,248
18179,-12,387,247
18182,-12,387,247
18184,-85,-225,281
18187,-85,-225,281
18189,52,-642,215
18192,52,-642,215
18195,-46,-124,254
18197,-46,-124,254
18200,-89,508,254
18203,-18,337,244
18205,-18,337,244
18208,-100,-294,258
18210,-100,-294,258
18213,62,-611,228
18216,62,-611,228
18218,-81,-46,248
18221,-81,-46,248
18223,-62,553,257
18226,-62,553,257
18230,-28,281,242
18235,-101,-376,267
18240,87,-575,237
18245,-105,58,254
18250,-30,581,265
18255,-59,231,248
18260,-107,-439,251
18265,106,-512,251
18270,-129,115,252
18275,-13,587,271
18280,-51,204,258
18285,-106,-493,241
18290,124,-465,264
18295,-148,194,252
18300,8,586,266
18305,-62,170,252
18310,-75,-534,228
18315,149,-481,281
18320,-153,240,244
18325,15,554,257
18330,-99,116,237
18335,-56,-563,220
18340,114,-463,304
18345,-171,294,238
18350,14,556,249
18355,-87,68,228
18360,-87,68,228
18365,-44,-600,209
18370,80,-390,308
18375,-144,333,238
18380,30,530,255
18385,-84,-5,268
18390,-31,-630,206
18395,45,-319,294
18400,-136,373,243
18405,36,483,267
18410,-65,-69,291
18415,-2,-651,207
18420,39,-266,278
18425,-140,407,245
18430,14,455,264
18435,-65,-122,284
18440,29,-647,206
18445,15,-223,266
18450,-122,432,251
18455,-9,404,248
18460,-78,-194,289
18465,50,-638,215
18470,27,-183,257
18475,-90,473,252
18480,-17,359,242
18485,-104,-266,264
18490,65,-615,222
18495,-91,-69,252
18500,-75,526,254
18505,-26,310,244
18510,-107,-331,261
18515,71,-590,235
18520,-104,10,248
18525,-46,568,265
18530,-48,259,241
18535,-103,-402,262
18540,101,-548,243
18545,-94,76,252
18550,-12,586,267
18555,-47,221,253
18560,-109,-461,248
18565,107,-486,260
18570,-145,165,251
18575,-10,601,269
18580,-52,185,256
18585,-93,-526,238
18590,155,-480,274
18595,-140,235,255
18600,10,577,253
18605,-96,127,238
18610,-66,-572,217
18615,122,-480,302
18620,-175,319,246
18625,-175,319,246
18630,19,578,255
18635,-80,54,246
18640,-45,-624,200
18645,83,-381,309
18650,-156,373,239
18655,42,529,263
18660,-73,-41,290
18665,-5,-665,200
18670,70,-303,293
18675,-152,432,240
18680,21,478,257
18685,-75,-142,298
18690,38,-668,207
18695,-9,-201,261
18700,-142,489,248
18705,5,400,242
18710,-116,-260,267
18715,56,-643,220
18720,-30,-133,257
18725,-94,539,248
18730,-17,307,236
18735,-111,-391,266
18740,98,-590,245
18745,-91,14,240
18750,-35,607,255
18755,-33,242,257
18760,-121,-497,251
18765,140,-514,259
18770,-122,165,242
18775,-17,631,252
18780,-82,160,230
18785,-78,-606,216
18790,162,-501,284
18795,-186,359,257
18800,31,640,272
18805,-70,22,280
18810,-33,-713,191
18815,124,-397,314
18820,-186,508,248
18825,26,552,255
18830,-71,-169,280
18835,23,-711,201
18840,20,-196,274
18845,-166,612,240
18850,-5,373,234
18855,-127,-393,275
18860,87,-626,242
18865,-125,-5,252
18870,-65,656,237
18875,-26,237,236
18880,-125,-590,227
18885,188,-577,260
18890,-180,285,241
18895,-180,285,241
18900,-3,693,256
18905,-56,47,277
18910,-51,-737,185
18915,158,-451,313
18920,-198,545,264
18925,24,617,261
18930,-69,-193,286
18935,16,-739,208
18940,40,-203,284
18945,-180,697,250
18950,5,400,258
18955,-159,-481,281
18960,155,-646,252
18965,-138,92,251
18970,-64,747,240
18975,-25,130,266
18980,-79,-800,177
18985,210,-490,288
18990,-214,560,264
18995,29,665,265
19000,-29,-209,265
19005,26,-772,206
19010,43,-208,281
19015,-190,734,248
[FEATURES] f0=-35530 f1=85809 f2=92873 f3=-214000 f4=210000 f5=424000 f6=70684 f7=-16115 f8=444994 f9=445285 f10=-800000 f11=747000 f12=1547000 f13=397136 f14=252040 f15=24521 f16=253230 f17=177000 f18=314000 f19=137000 f20=17981
[SCALED_FEATURES] f0=-1230 f1=442 f2=446 f3=-858 f4=1275 f5=1090 f6=407 f7=-1187 f8=1555 f9=1557 f10=-2235 f11=1991 f12=2116 f13=1522 f14=-585 f15=-461 f16=-520 f17=88 f18=-411 f19=-265 f20=-505
[FEATURES_X] mean=-35530 std=85809 rms=92873 min=-214000 max=210000 p2p=424000 mad=70684
[FEATURES_Y] mean=-16115 std=444994 rms=445285 min=-800000 max=747000 p2p=1547000 mad=397136
[FEATURES_Z] mean=252040 std=24521 rms=253230 min=177000 max=314000 p2p=137000 mad=17981
